diff_pattern_key,count,sample_target_fid,sample_target_master,sample_signature,sample_change_summary
GMST|Record Header:+;,4,3D008814|Oscuro's_Oblivion_Overhaul.esp|GMST|"""Record Header+"""
CREA|Record Header:+;BNAM:1.150000->1.050000;,1,04014653|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.050000->1.000000;,1,04014654|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.000000->1.170000;Sound Types:+;,1,04017CAA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.200000->1.240000;Sound Types:+;,1,04017CAE|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.050000->1.270000;Sound Types:+;,1,04017CB0|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->1.190000;Sound Types:+;,1,04017CB1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.150000->1.050000;Sound Types:+;,1,0401CFF8|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:0.950000->0.960000;Sound Types:+;,1,0401CFF9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.080000->0.850000;,1,040210EF|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->0.940000;,1,040210F1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->0.890000;,1,040210F2|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->0.930000;,1,040210F3|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->0.900000;,1,040210F4|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->1.020000;,1,040210F5|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->0.950000;,1,040210F6|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->1.010000;,1,040210F7|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->0.980000;,1,040210F8|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->1.070000;,1,040210F9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->1.020000;,1,040210FA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.250000->1.130000;,1,040210FB|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.100000->1.130000;,2,040210FC|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.250000->1.110000;,1,040210FD|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.080000->0.850000;Sound Types:+;,1,040210FF|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:0.920000->0.880000;Sound Types:+;,1,04021100|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Lord of Nonungalo->King of Nonungalo;RNAM:90->91;BNAM:1.700000->1.500000;WNAM:15.000000->20.000000;,1,04025E63|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,RNAM,BNAM,WNAM"
CREA|Record Header:+;BNAM:1.500000->1.550000;WNAM:3.000000->15.000000;Sound Types:+;,1,04026737|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:0.650000->0.600000;WNAM:3.000000->15.000000;Sound Types:+;,1,04027DB1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;WNAM:3.000000->15.000000;Sound Types:+;,1,04027DB2|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",WNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem Guardian->Guardian Silver Atronach;BNAM:0.800000->0.900000;Sound Types:+;,1,0402A707|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Gold Golem Guardian->Guardian Gold Atronach;Sound Types:+;,1,0402AC05|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Gloom Wraith->Keeper of Nornal;BNAM:1.150000->1.250000;,1,0402AD6A|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM"
CREA|Record Header:+;BNAM:1.050000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,1,0402F4F9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLionCold [CSTY:05->DefaultWolf [CSTY:00064F45];BNAM:1.200000->1.600000;WNAM:3.000000->5.000000;,1,0402F4FD|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,RNAM,ZNAM,BNAM,WNAM"
CREA|Record Header:+;FULL:Ebony Golem->Guardian of the Empire;BNAM:0.900000->0.950000;Sound Types:+;,1,04030552|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Protector of the Empire;Sound Types:+;,1,04030558|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.750000->0.880000;Sound Types:+;,1,04030F38|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Skeleton->Skeleton Scout;Sound Types:+;,1,0405139C|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Skeleton Hero->Skeleton Executioner;BNAM:1.000000->1.140000;,1,0405139E|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM"
CREA|Record Header:+;FULL:Skeleton Champion->Skeleton Soul Reaper;BNAM:1.000000->1.200000;,1,0405139F|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM"
CREA|Record Header:+;RNAM:50->16;BNAM:0.700000->0.600000;WNAM:5.000000->6.000000;CSCR:+;,1,A400DBE0|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM,CSCR+"
"CREA|Record Header:+;RNAM:50->16;BNAM:0.700000->0.600000;WNAM:5.000000->6.000000;CSCR:MOOSpider01 ""Giant Spider"" [CREA->TestCreatureSpiderDaedra [CREA:0;",2,A400F05D|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM,CSCR"
CREA|Record Header:+;RNAM:50->16;BNAM:0.500000->0.600000;WNAM:4.000000->6.000000;,3,A400F05F|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM"
CREA|Record Header:+;RNAM:50->16;BNAM:0.500000->0.550000;WNAM:4.000000->6.000000;,4,A400F062|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM"
CREA|Record Header:+;BNAM:1.300000->1.800000;WNAM:3.000000->20.000000;,3,A4015000|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;ZNAM:DefaultClannfear [CSTY:00035E92]->DefaultGuar [CSTY:0502EADF];Sound Types:+;,4,A4099092|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",ZNAM,""Sound Types+"""
"CREA|Record Header:+;RNAM:50->16;BNAM:1.000000->0.550000;WNAM:5.000000->6.000000;CSCR:MOOSpider01 ""Giant Spider"" [CREA->TestCreatureSpiderDaedra [CREA:0;",3,A41A6CB4|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM,CSCR"
CREA|Record Header:+;FULL:Ebony Atronach->Ebony Golem;Sound Types:+;,1,A42CD4D2|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;RNAM:50->16;BNAM:0.700000->0.550000;WNAM:5.000000->6.000000;CSCR:+;,1,A461E62C|Maskar's Oblivion Overhaul.esp|CREA|"""Record Header+"",RNAM,BNAM,WNAM,CSCR+"
LVLC|Record Header:+;,27,0000509C|Oblivion.esm|LVLC|"""Record Header+"""
LVLC|Record Header:+;LVLF:1->11;,3,0000BAA3|Oblivion.esm|LVLC|"""Record Header+"",LVLF"
LVLC|Record Header:+;LVLF:00000000000000000000000000000000->1;,1,0003ECF5|Oblivion.esm|LVLC|"""Record Header+"",LVLF"
LVLC|Record Header:+;EDID:LL1RoadMountainsSnow->LL1RoadMountainsSnowOOO;LVLF:11->01;,1,000A31A7|Oblivion.esm|LVLC|"""Record Header+"",EDID,LVLF"
LVLC|Record Header:+;LVLF:00000000000000000000000000000000->01;,1,000C891C|Oblivion.esm|LVLC|"""Record Header+"",LVLF"
LVLC|Record Header:+;LVLD:15->0;,1,040430DA|Oscuro's_Oblivion_Overhaul.esm|LVLC|"""Record Header+"",LVLD"
LVLI|Record Header:+;,216,00032D55|Oblivion.esm|LVLI|"""Record Header+"""
LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyHelmet100Lvl30->LL0NPCArmorZHeavyHelmet50Lvl30No;,1,0400520A|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID"
LVLI|Record Header:+;LVLD:70->30;,1,04007F86|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLD"
LVLI|Record Header:+;EDID:OOOWeaponSlaveTraderArgonianArro->OOOWeaponSmugglerArgonianArrows1;,1,0400CE7D|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID"
LVLI|Record Header:+;LVLF:01->11;,8,0400D1F0|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLF"
LVLI|Record Header:+;EDID:OOOWeaponArctic35Arrows->OOOWeaponArctic65Arrows;LVLD:65->35;,1,0401232E|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGauntlet50Lvl15->LL0NPCArmorZHeavyGauntlet75Lvl15;LVLD:50->25;,1,0401D1CC|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGreaves50Lvl152->LL0NPCArmorZHeavyGreaves75Lvl152;LVLD:50->20;,1,0401D1CD|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;LVLD:50->30;,1,0401D6B8|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLD"
LVLI|Record Header:+;LVLD:50->0;,1,0401D6BA|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLD"
LVLI|Record Header:+;LVLD:50->40;,1,0401D6BC|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLD"
LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGauntlet50Lvl30->LL0NPCArmorZHeavyGauntlet75Lvl30;LVLD:50->25;,1,04022AA4|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;EDID:LL0NPCArmorZHeavyGreaves50Lvl30->LL0NPCArmorZHeavyGreaves100Lvl30;LVLD:50->0;,1,04022AA5|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;EDID:LL0NPCArmorLightGauntletsLvl100L->LL0NPCArmorLightGauntletsLvl35Lv;LVLD:0->65;LVLF:01->11;,1,04037A3E|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD,LVLF"
LVLI|Record Header:+;EDID:LL0NPCArmorLightGreavesLvl100Lvl->LL0NPCArmorLightGreavesLvl75Lvl2;LVLD:0->25;LVLF:01->11;,1,04037A3F|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD,LVLF"
LVLI|Record Header:+;EDID:LL0NPCArmorLightHelmetLvl100Lvl2->LL0NPCArmorLightHelmetLvl50Lvl20;LVLD:0->50;LVLF:01->11;,1,04037A40|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD,LVLF"
LVLI|Record Header:+;EDID:LL0NPCArmorLightShieldLvl100Lvl2->LL0NPCArmorLightShieldLvl50Lvl20;LVLD:0->50;,1,04037A41|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",EDID,LVLD"
LVLI|Record Header:+;LVLF:11->01;,1,0404389E|Oscuro's_Oblivion_Overhaul.esm|LVLI|"""Record Header+"",LVLF"
REFR|Cell:+;Record Header:+;NAME:LL2ConjurerLair100 [LVLC:000340E->LL2ConjurerZLair50 [LVLC:0504432;,1,00087FB2|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL2ConjurerLair100 [LVLC:000340E->LL1ConjurerDaeda50A [LVLC:050094;,1,00087FB3|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1Necromancer100 [LVLC:00034092->LL1PutridNecro100 [LVLC:05024384;XESP:+;,4,0004C552|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;XESP:+;,456,3D03CAD3|Oscuro's_Oblivion_Overhaul.esp|REFR|"Cell+,""Record Header+"",XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1VampireBossLvl100 [LVLC:00032->LL1VampireBossLvl100Death [LVLC:;XESP:+;,1,00048E1F|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100Death [LVLC:050243;XESP:+;,3,00048E58|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL2BanditCaves100 [LVLC:0003407F->LL1Bandit0ArcticMeleePack [LVLC:;,1,000A6459|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:MiddleBarrelKeg01 [STAT:00019205->LapKeg ""Keg"" [CONT:05003479];",1,00051C91|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1UndeadBonesBossLvl100 [LVLC:0->LL0Skeleton3Hero100Pack [LVLC:05;,1,000C80F8|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"ACHR|Cell:+;Record Header:+;NAME:GhostMinionMeleeMale1d ""Ghostly ->GhostMinionMeleeMale1d ""Spectral;XESP:+;",1,3D049DF7|Oscuro's_Oblivion_Overhaul.esp|ACHR|"Cell+,""Record Header+"",NAME,XESP+"
"REFR|Cell:+;Record Header:+;NAME:ChestHouseTreasuryUpper02 ""Chest->ZOOOChestUpper01NobleTreasuryLes;XOWN:+;",1,000A5A69|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XOWN+"
"REFR|Cell:+;Record Header:+;NAME:CupboardClothingUpper ""Cupboard""->ZOOOCupboardNoble01ClothingRespa;XLOC:+;",1,00032F0C|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XLOC+"
REFR|Cell:+;Record Header:+;NAME:LL1BanditWizard100 [LVLC:0003407->LL1AmazonWizard100 [LVLC:0502437;,1,0008BA53|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:DungConjurerBossChestAlyied01 ""A->DungConjurerBossChestAlyied01OOO;XESP:+;",1,0005E1AD|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1SkeletonMelee100 [LVLC:00084B->LL0Skeleton2Guardian100Pack [LVL;,2,0006C330|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1SkeletonMelee100 [LVLC:00084B->LL0Skeleton100Pack [LVLC:05008F4;,1,0006C334|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1SkeletonMissile100 [LVLC:0008->LL0Skeleton100PackArcher [LVLC:0;,1,0006C349|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:Hourglass01 ""Hourglass"" [MISC:00->Hourglass01Fine ""Exquisite Hourg;XESP:+;",1,00025451|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
"REFR|Cell:+;Record Header:+;NAME:DungConjurerBossChestAlyied02 ""A->DungConjurerBossChestAlyied02OOO;",1,000255C6|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:ChestHouseArmoryMiddle02 ""Chest""->ZOOOChestMiddle02LowerArmory ""Ba;",1,0008D133|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1UndeadBones100 [LVLC:0003409C->LL0Skeleton3Hero100Pack [LVLC:05;,2,00084031|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1UndeadBones100 [LVLC:0003409C->LL0Skeleton4Champion100Pack [LVL;,2,00084033|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL2Tomb100 [LVLC:000340CF]->LL0Skeleton4Champion100Pack [LVL;,2,000840A9|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:ChestClutterUpper01 ""Chest"" [CON->ZOOOChestMiddle02UpperClutter ""F;XLOC:+;XOWN:+;",1,00008842|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XLOC+,XOWN+"
"REFR|Cell:+;Record Header:+;NAME:UpperScales01 ""Scales"" [MISC:000->UpperScales01Fine ""Finely Balanc;XESP:+;",1,000097ED|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
ACHR|Cell:+;Record Header:+;XESP:+;,14,3D010842|Oscuro's_Oblivion_Overhaul.esp|ACHR|"Cell+,""Record Header+"",XESP+"
ACRE|Cell:+;Record Header:+;XESP:+;,4,3D01084C|Oscuro's_Oblivion_Overhaul.esp|ACRE|"Cell+,""Record Header+"",XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1ConjurerBossLvl100 [LVLC:0004->LL1ConjurerDaeda50A [LVLC:050094;XESP:+;,1,000CAB80|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1ConjurerDaedaLvl100 [LVLC:000->LL1ConjurerDaedaLvl100A [LVLC:05;XESP:+;,1,000CABAE|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1Daedra50 [LVLC:00034099]->LL1Daedra50A [LVLC:050094A0];XESP:+;,1,000CABAF|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL2ConjurerLair100 [LVLC:000340E->LL2ConjurerZLair100 [LVLC:050243;XESP:+;,3,000CAC41|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1ConjurerBossLvl100 [LVLC:0004->LL1ConjurerZBoss100 [LVLC:050243;XESP:+;,1,000CAC46|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
"REFR|Cell:+;Record Header:+;NAME:MageRobe ""Mage's Robe"" [CLOT:000->XBloodRobeOOO ""Robe of the Astra;",1,000CACD4|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100 [LVLC:0500349A];XESP:+;,1,000A436F|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100 [LVLC:0500349A];,2,000A4371|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:DungVampireChestAlyied01 ""Ayleid->ZOOODungVampireMidAlyied01Treasu;XLOC:+;",1,000CAB67|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XLOC+"
REFR|Cell:+;Record Header:+;NAME:LL2Tomb100 [LVLC:000340CF]->LL1UndeadEtherealWarriorWeak100 ;,1,000A0B74|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL2Tomb100 [LVLC:000340CF]->LL1UndeadEtherealWarriorWeak50 [;,1,000A0B75|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;,52,3D010A01|Oscuro's_Oblivion_Overhaul.esp|REFR|"Cell+,""Record Header+"""
REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL2RaiderLair100 [LVLC:05024378];XESP:+;,4,00083681|Oblivion.esm|REFR|"Cell+,""Record Header+"",EDID+,NAME,XESP+"
REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL1RaiderMelee50 [LVLC:05049DB2];XESP:+;,1,00083684|Oblivion.esm|REFR|"Cell+,""Record Header+"",EDID+,NAME,XESP+"
REFR|Cell:+;Record Header:+;EDID:+;NAME:LL0NuissanceBeast100 [LVLC:00034->LL1RaiderBoss100 [LVLC:0502437F];XESP:+;,1,00083687|Oblivion.esm|REFR|"Cell+,""Record Header+"",EDID+,NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemyBossLvl100 [LVLC:0->LL0Mountainleopard100 [LVLC:0500;,1,000A7F52|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL2MythicEnemyLair100 [LVLC:0003->LL0Mountainleopard100 [LVLC:0500;,1,000A7F5C|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:UpperPitcherCeramic01 ""Ceramic P->UpperPitcherCeramic01fine ""Fine ;XOWN:+;",2,000A3B9D|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XOWN+"
REFR|Cell:+;Record Header:+;NAME:LL2MythicEnemyLair75 [LVLC:00034->LL0WolfWarg50 [LVLC:050282F5];XESP:+;,1,00054685|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemyBossLvl100 [LVLC:0->LL1MinotaurLord50 [LVLC:05025E12;XESP:+;,1,000A0F48|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1MythicEnemy100 [LVLC:000340B1->LL1MinotaurTitan100 [LVLC:05023E;XESP:+;,1,000A0F4A|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
"REFR|Cell:+;Record Header:+;NAME:DungMythEnemyChestAlyied01 ""Ayle->ZOOODungAyleidMid02ArmoryWizT100;",1,000A0F5D|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:ChestClutterUpper02 ""Chest"" [CON->ZOOOChestUpper02NobleClutter ""El;XLOC:+;",1,000350CA|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XLOC+"
"REFR|Cell:+;Record Header:+;NAME:Inkwell01 ""Inkwell"" [MISC:00023D->Inkwell01Fine ""Fine Inkwell"" [MI;",1,000350DD|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:UpperSilverPlate01 ""Silver Plate->UpperGoldPlate01 ""Gold Plate"" [M;",1,000350E7|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:Quill01 ""Quill"" [MISC:00023D63]->Quill01Excellent ""Exquisite Quil;",1,000350E8|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:FoldedCloth04 ""Folded Cloth"" [MI->FoldedCloth04Fine ""Fine Folded C;",1,000350EA|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;EDID:+;NAME:LL1ConjurerBossLvl100 [LVLC:0004->LL1ConjurerZBoss100 [LVLC:050243;,1,0009293C|Oblivion.esm|REFR|"Cell+,""Record Header+"",EDID+,NAME"
"REFR|Cell:+;Record Header:+;NAME:Hourglass01 ""Hourglass"" [MISC:00->Hourglass01Fine ""Exquisite Hourg;",1,00081899|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL2BanditCaves100 [LVLC:0003407F->LL1AmazonWizard100 [LVLC:0502437;XESP:+;,1,00074EC8|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME,XESP+"
REFR|Cell:+;Record Header:+;NAME:LL1UndeadEthereal100 [LVLC:00034->LL1UndeadEtherealWarriorWeak50 [;,1,000A0B82|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:DungVampireChestAlyied02 ""Ayleid->ZOOODungVampireMidAlyied02Armory;",1,000A4369|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
REFR|Cell:+;Record Header:+;NAME:LL1Vampire100 [LVLC:000340E4]->LL1VampireZ100Death [LVLC:050243;,1,000A4373|Oblivion.esm|REFR|"Cell+,""Record Header+"",NAME"
"REFR|Cell:+;Record Header:+;NAME:ZOOODungChestMiddle02UpperArmory->DungMarauderBossChestFort ""Chest;XESP:+;",1,3D0110BB|Oscuro's_Oblivion_Overhaul.esp|REFR|"Cell+,""Record Header+"",NAME,XESP+"
